-0.18	-10.42003
-0.17	-10.34656
-0.16	-10.27805
-0.15	-10.22597
-0.14	-10.14382
-0.13	-10.07314
-0.12	-10.02044
-0.11	-9.93581
-0.1	-9.87753
-0.09	-9.81708
-0.08	-9.73214
-0.07	-9.67076
-0.06	-9.60349
-0.05	-9.5325
-0.04	-9.4612
-0.03	-9.39424
-0.02	-9.31209
-0.01	-9.23955
3.1225E-17	-9.17879
0.01	-9.10036
0.02	-9.03681
0.03	-8.96148
0.04	-8.87437
0.05	-8.81981
0.06	-8.73735
0.07	-8.65737
0.08	-8.59041
0.09	-8.51012
0.1	-8.4351
0.11	-8.35109
0.12	-8.27576
0.13	-8.18834
0.14	-8.10898
0.15	-8.03737
0.16	-7.94468
0.17	-7.88051
0.18	-7.78999
0.19	-7.71094
0.2	-7.6384
0.21	-7.54447
0.22	-7.46852
0.23	-7.3873
0.24	-7.29616
0.25	-7.2106
0.26	-7.12473
0.27	-7.03886
0.28	-6.94896
0.29	-6.86898
0.3	-6.78683
0.31	-6.69476
0.32	-6.61447
0.33	-6.51031
0.34	-6.43343
0.35	-6.3457
0.36	-6.25673
0.37	-6.17272
0.38	-6.07693
0.39	-5.9892
0.4	-5.89775
0.41	-5.80041
0.42	-5.70989
0.43	-5.61689
0.44	-5.52792
0.45	-5.43337
0.46	-5.3351
0.47	-5.24427
0.48	-5.14414
0.49	-5.05579
0.5	-4.95628
0.51	-4.86111
0.52	-4.76873
0.53	-4.67356
0.54	-4.57529
0.55	-4.4857
0.56	-4.38247
0.57	-4.28916
0.58	-4.18624
0.59	-4.08704
0.6	-3.98474
0.61	-3.88244
0.62	-3.78417
0.63	-3.67939
0.64	-3.57926
0.65	-3.47696
0.66	-3.36443
0.67	-3.25779
0.68	-3.14836
0.69	-3.04485
0.7	-2.93003
0.71	-2.82069
0.72	-2.7099
0.73	-2.58676
0.74	-2.46955
0.75	-2.3485
0.76	-2.22034
0.77	-2.08863
0.78	-1.95526
0.79	-1.81548
0.8	-1.66991
0.81	-1.51844
0.82	-1.36248
0.83	-1.19387
0.84	-1.02849
0.85	-0.84943
0.86	-0.66334
0.87	-0.4698
0.88	-0.26747
0.89	-0.05998
0.9	0.16651
0.91	0.39479
0.92	0.632
0.93	0.88818
0.94	1.14805
0.95	1.42206
0.96	1.71721
0.97	2.01726
0.98	2.34165
0.99	2.68621
1	3.06463
